height,weight,highestEducation,wages,drinkingOrSmoke,Appearance,dressStyle,lovers,sports,tatoo,houses,hookUp,judgement
171.3,68.3,1,2,3,4,2,0,2,5,1,0,0
174.6,59.2,2,4,3,3,1,1,2,0,1,0,1
176.5,62.3,2,2,3,3,3,1,3,5,3,1,2
169.6,67.4,2,2,2,4,3,1,0,1,0,1,0
169.0,64.2,2,1,3,4,1,0,0,3,0,1,0
177.2,64.4,2,2,1,2,1,1,2,3,0,0,0
174.6,65.7,1,0,0,5,3,0,0,0,2,0,1
178.3,66.7,1,2,0,4,1,1,1,4,2,0,1
174.7,68.0,2,0,1,5,3,0,1,0,1,1,0
169.7,58.7,1,2,2,4,1,0,1,0,1,1,0
174.8,70.5,1,2,1,6,3,0,1,0,0,0,1
171.1,64.3,2,2,1,4,3,0,3,4,1,0,0
170.6,61.9,2,3,0,5,3,1,2,0,1,1,1
173.8,56.8,3,3,1,3,2,2,1,0,0,0,0
177.8,66.1,2,4,1,6,3,1,1,1,0,0,1
172.7,61.0,2,2,1,3,2,1,1,8,3,0,2
178.4,66.3,2,0,1,6,2,0,0,3,2,0,1
176.0,70.5,3,1,1,6,1,2,1,6,1,0,1
165.6,62.1,2,4,0,5,1,1,3,0,1,0,1
183.6,65.0,3,1,3,3,1,1,0,0,0,0,0
178.9,68.8,4,0,3,6,2,1,0,5,2,0,1
178.7,52.8,2,2,1,4,2,1,0,10,1,0,0
180.4,54.2,3,4,2,5,1,0,1,7,2,0,1
172.4,69.6,2,5,0,6,3,2,1,0,2,0,2
175.6,55.9,2,4,3,5,1,0,1,0,0,0,1
173.0,61.7,1,3,3,4,1,1,3,0,1,0,0
177.7,67.5,1,2,3,4,3,0,2,2,1,1,0
170.2,73.9,2,2,1,5,1,0,1,0,0,0,0
178.4,77.8,3,1,1,6,2,3,1,0,0,1,1
177.4,58.0,1,0,1,5,1,0,3,2,0,1,1
171.4,64.4,1,3,3,5,2,0,1,0,0,0,0
177.5,58.4,1,2,0,5,1,1,0,0,1,0,0
174.1,61.1,2,2,0,5,3,1,0,0,3,1,2
172.6,62.8,1,2,1,4,1,0,0,3,0,0,0
174.7,59.6,2,2,1,6,2,0,3,0,0,1,1
173.8,69.4,1,4,0,5,2,2,1,0,1,1,1
178.5,64.1,2,2,1,5,1,1,1,0,2,1,1
180.0,63.0,0,4,3,4,2,1,0,0,1,0,1
178.0,65.3,2,3,1,3,3,1,2,0,0,0,0
180.7,67.9,1,4,2,5,2,1,2,3,0,1,1
174.5,65.0,1,2,3,5,1,1,1,2,1,2,0
183.2,67.0,3,2,1,4,3,1,1,0,0,0,0
174.3,57.1,2,2,1,4,1,1,0,10,2,1,1
176.7,60.9,2,2,3,4,3,1,3,7,3,0,2
168.7,55.3,2,0,0,6,1,1,1,0,0,1,1
182.2,64.3,3,1,0,6,2,0,1,0,0,0,1
172.3,66.0,2,1,0,6,2,2,2,3,1,0,1
165.1,59.0,0,3,1,6,1,2,1,4,2,1,1
175.1,64.8,2,3,3,5,3,2,1,9,0,0,0
171.5,57.2,2,3,1,5,3,1,2,7,0,3,0
163.8,69.3,2,0,0,5,3,1,1,0,0,0,0
165.0,53.4,1,2,0,5,3,1,3,7,2,0,1
174.3,68.3,3,3,0,5,2,3,0,0,2,3,1
172.3,61.8,2,2,3,6,2,1,3,0,0,0,1
173.9,62.3,1,5,1,8,2,1,0,0,0,0,2
169.9,70.5,3,2,0,7,3,1,1,3,1,1,2
172.3,65.4,2,2,3,6,3,0,0,2,1,1,1
175.6,57.6,3,0,1,4,3,2,1,0,0,0,0
175.2,69.2,1,3,0,4,2,0,1,0,1,0,0
161.7,63.4,2,2,1,5,3,0,0,0,2,1,1
170.6,66.2,2,0,1,3,3,0,2,0,0,2,0
165.8,64.3,2,2,3,4,3,1,0,0,0,0,0
170.7,61.2,2,5,1,5,2,0,1,9,0,0,2
168.0,63.3,2,0,0,5,3,0,1,0,1,0,0
175.5,68.9,1,3,1,4,2,1,1,8,2,0,1
178.2,61.3,1,0,1,7,2,1,1,9,2,0,2
168.0,68.8,2,2,3,6,1,0,2,0,0,1,1
180.0,64.8,2,5,0,5,1,0,1,0,0,0,2
175.0,61.2,3,2,3,4,3,2,1,0,0,1,0
177.4,64.6,2,2,3,5,1,2,3,0,0,0,0
181.0,61.5,0,2,3,5,2,2,1,0,0,0,0
170.3,71.3,2,0,0,6,3,1,0,0,1,0,1
175.0,59.8,2,2,1,5,3,2,1,5,1,1,0
162.4,58.4,1,4,0,5,1,0,0,0,0,0,1
178.5,66.5,2,2,0,6,3,0,0,0,0,0,1
181.0,59.6,2,1,1,4,1,1,1,0,1,0,0
176.4,68.6,1,4,1,5,1,1,2,8,0,0,1
178.1,67.6,1,0,3,5,3,1,3,0,0,0,0
167.6,56.5,1,4,1,5,2,0,1,5,0,0,1
181.7,63.8,2,2,1,5,2,3,0,0,0,0,0
171.1,56.8,2,0,2,5,3,0,1,0,0,0,0
170.2,65.1,4,0,3,6,1,1,1,0,1,0,1
174.2,69.4,2,2,1,7,1,1,2,0,1,0,2
168.2,57.4,2,5,0,6,3,1,1,0,1,3,2
167.3,68.2,2,4,0,6,3,1,2,0,1,1,1
181.2,51.6,2,5,3,4,3,3,2,0,2,0,2
180.2,70.4,3,2,0,6,2,2,3,0,1,0,2
168.3,56.1,3,2,1,5,1,1,1,3,0,0,0
174.8,63.0,1,2,3,7,2,0,2,0,0,0,2
166.2,69.4,3,2,0,2,1,2,3,0,1,0,0
177.9,64.9,2,3,1,5,2,1,0,3,2,0,1
175.0,71.8,1,4,3,6,2,1,0,0,0,0,1
168.5,65.1,1,0,3,5,2,0,1,2,1,0,0
179.0,58.4,2,2,1,4,3,0,1,0,3,0,2
181.9,69.8,2,2,1,4,1,1,0,0,0,0,0
172.9,64.8,2,2,0,7,3,0,3,0,0,1,2
176.2,59.9,2,2,1,5,2,1,0,0,0,0,0
172.3,72.7,3,2,2,4,2,0,1,0,1,0,0
171.9,65.6,2,4,3,5,2,1,1,0,1,0,1
166.8,70.6,4,2,2,4,2,1,0,0,1,1,0
181.0,65.7,1,2,3,4,1,1,0,10,0,0,0
176.2,68.0,1,3,0,3,1,1,2,0,1,0,0
164.2,51.2,1,2,3,6,1,1,2,0,2,0,1
167.0,52.3,1,2,1,7,1,1,1,9,3,1,2
172.2,68.1,3,2,1,5,1,2,1,0,1,0,0
168.8,55.1,1,2,0,5,3,2,0,1,1,3,0
178.5,57.4,1,0,3,7,3,0,2,0,2,0,2
168.9,59.6,2,2,1,3,2,1,3,0,2,1,1
177.8,62.5,1,2,1,5,2,1,0,0,0,0,0
168.3,62.3,1,2,3,5,1,0,1,5,0,1,0
179.8,56.5,2,2,1,4,1,1,1,0,2,1,1
171.2,70.5,1,2,2,6,2,2,2,4,0,0,1
171.8,61.7,2,2,1,4,2,1,0,0,3,0,2
177.0,55.8,3,4,3,4,2,1,0,8,1,0,1
181.4,72.3,1,4,0,6,3,0,0,0,0,0,1
169.4,69.7,4,0,1,5,3,0,0,9,1,0,0
166.3,52.7,1,1,1,4,1,0,2,0,1,0,0
171.3,62.7,2,1,0,5,3,3,1,0,2,1,1
177.5,68.3,2,1,0,5,1,3,3,0,1,0,0
173.8,64.3,1,2,3,6,2,0,0,0,1,0,1
170.7,67.9,1,2,3,3,3,1,2,0,0,1,0
170.2,74.4,1,4,1,7,1,2,0,7,0,1,2
178.2,62.9,1,2,1,6,2,0,1,0,2,3,1
165.2,59.2,1,2,0,4,1,2,3,6,1,0,0
170.3,60.8,2,2,1,4,1,2,1,0,0,0,0
171.6,66.0,1,4,1,3,2,0,1,0,1,0,1
176.8,63.5,1,2,1,5,2,1,1,0,0,0,0
175.4,64.7,2,2,0,3,2,1,3,5,2,0,1
168.8,58.4,2,2,1,4,1,0,1,0,0,0,0
167.9,71.4,2,0,1,4,3,1,1,0,1,0,0
176.3,65.6,2,4,1,5,2,0,0,0,2,0,1
173.1,62.0,2,2,1,4,2,1,1,0,2,0,1
167.8,57.5,2,0,1,6,1,1,2,1,1,0,1
179.0,64.9,3,3,1,7,3,0,1,0,1,0,2
172.5,58.9,3,4,1,4,2,2,1,0,3,0,2
167.7,57.0,2,2,3,5,2,1,2,3,0,0,0
162.2,62.3,1,2,3,6,3,1,0,0,2,0,1
168.8,56.4,3,2,3,4,1,1,2,0,0,1,0
163.7,62.1,1,0,1,4,1,1,0,1,0,0,0
174.1,63.4,3,0,3,4,2,0,1,0,0,0,0
168.1,69.9,2,2,0,5,3,1,1,9,1,0,0
173.6,65.4,3,2,0,4,1,1,3,5,1,1,1
168.9,66.3,2,2,0,5,2,1,1,0,1,2,0
169.5,59.2,1,2,1,4,1,1,1,0,3,1,2
172.7,65.8,0,4,1,5,1,1,2,0,2,0,1
172.7,70.3,1,2,0,4,2,0,1,2,1,0,0
181.4,62.9,3,3,1,6,1,1,1,0,1,1,1
171.5,59.5,2,2,2,6,2,0,0,0,0,1,1
179.6,69.3,0,1,1,6,2,3,1,0,1,0,1
170.3,64.5,2,3,2,5,2,1,0,10,1,0,0
174.0,65.2,3,0,0,4,2,1,1,0,1,0,0
169.8,71.0,2,5,3,5,3,0,2,0,0,1,2
168.8,67.4,3,1,3,5,2,1,2,0,2,0,1
169.3,65.1,2,2,3,5,3,0,3,4,0,0,0
176.1,74.2,2,2,1,4,3,2,1,0,0,1,0
176.4,63.0,1,2,1,6,2,1,1,0,1,0,1
175.8,60.4,2,5,1,7,1,1,0,3,1,0,2
173.0,63.7,2,0,2,5,2,1,2,0,2,0,1
171.3,64.6,3,1,1,5,3,0,0,0,1,0,0
168.4,70.9,2,2,0,4,2,2,1,0,1,1,0
177.9,63.8,3,2,1,5,2,0,1,0,1,1,0
170.4,63.1,1,5,1,4,2,0,1,0,0,0,2
177.8,66.4,1,2,0,6,3,2,1,0,1,0,1
176.5,62.0,2,5,1,5,1,2,0,2,0,2,2
178.0,60.8,2,2,1,4,1,1,1,0,0,1,0
175.0,62.8,2,3,1,5,1,2,2,0,1,1,1
178.8,68.1,2,2,2,5,1,0,1,0,1,0,0
180.1,58.7,3,2,0,5,3,1,1,2,2,0,1
175.9,68.0,2,2,3,4,2,0,1,4,3,0,2
159.8,57.7,4,2,1,6,1,1,1,0,1,0,1
174.7,63.2,1,2,1,5,3,1,2,8,3,0,2
175.6,60.6,2,2,0,4,1,1,0,0,1,1,0
177.0,63.6,1,2,1,2,2,1,0,0,1,1,0
175.7,70.4,4,4,1,3,2,1,0,0,1,0,1
179.0,64.7,2,0,1,5,1,0,0,0,0,0,0
168.5,57.5,2,0,1,6,1,2,1,0,0,0,1
172.9,59.1,1,0,0,6,1,3,1,9,0,1,1
166.9,67.7,0,2,3,6,2,2,1,0,1,0,1
170.2,51.0,2,0,0,5,3,1,0,9,1,0,0
167.7,53.9,2,2,2,5,2,2,0,4,0,0,0
172.9,75.7,2,2,3,4,1,1,2,4,3,0,2
169.9,71.7,1,5,3,4,3,0,3,9,0,0,2
177.1,58.0,2,2,1,4,1,1,0,2,2,0,1
167.5,67.0,2,2,0,5,1,3,1,0,1,1,0
180.9,61.8,2,0,1,4,1,3,1,0,1,0,0
175.1,73.7,2,2,1,5,2,1,1,0,2,0,1
175.0,72.2,2,2,1,4,2,3,0,9,1,0,0
165.3,61.3,2,4,1,6,2,0,0,0,1,0,1
175.7,70.5,2,0,3,6,3,0,0,2,1,0,1
178.4,69.9,2,2,1,3,3,0,1,0,0,0,0
174.1,63.8,3,3,2,6,3,1,1,0,0,0,1
165.0,66.7,0,0,1,5,3,1,0,0,0,0,0
169.6,66.6,2,2,1,6,1,1,1,0,2,0,1
174.5,62.6,2,0,0,5,3,1,0,0,0,0,0
178.6,61.8,1,2,3,5,1,0,1,0,3,2,2
180.8,73.2,3,2,1,7,3,3,1,9,0,0,2
170.4,62.1,1,2,0,5,1,3,3,0,0,0,0
169.7,62.8,4,0,1,5,2,0,1,0,1,0,0
161.5,70.4,2,1,1,5,3,2,1,0,0,0,0
163.5,64.3,2,3,0,5,3,0,3,0,2,0,1
169.7,66.4,2,2,2,6,3,1,0,8,0,0,1
174.9,63.2,2,3,3,3,1,0,2,0,0,2,0
180.9,59.4,1,2,1,4,1,1,1,0,2,1,1
180.3,68.1,3,1,0,3,1,0,1,0,0,0,0
165.9,69.8,2,5,3,3,3,0,0,0,1,1,2
175.8,59.4,2,2,3,5,1,1,1,8,0,0,0
174.5,70.7,1,5,0,4,3,0,0,0,1,0,2
176.9,58.1,2,2,1,6,1,1,2,0,1,1,1
172.0,65.8,3,2,2,5,1,0,3,0,0,0,0
172.5,64.9,2,0,3,5,2,0,0,0,1,0,0
173.7,66.1,2,1,0,5,1,0,1,0,0,1,0
177.9,69.9,1,3,0,5,3,1,0,5,1,0,0
172.8,63.5,0,0,2,6,1,1,1,0,0,0,1
167.8,65.5,3,2,0,4,2,1,3,0,0,0,0
178.3,66.0,2,2,1,4,1,0,0,0,2,0,1
178.7,56.0,3,2,3,6,3,1,0,4,0,0,1
177.1,61.6,2,2,3,5,2,0,0,0,1,0,0
171.8,60.2,1,3,1,5,2,0,2,10,1,0,0
170.4,64.7,1,1,2,4,2,1,0,0,2,1,1
173.7,56.2,0,2,1,5,1,1,2,4,0,2,0
169.0,67.1,1,5,0,6,3,0,1,0,0,0,2
165.8,67.8,0,2,1,4,1,0,2,7,3,0,2
174.5,69.0,2,2,1,4,1,1,1,2,1,0,0
168.8,58.7,1,5,1,5,3,1,0,4,2,0,2
178.6,65.6,2,2,3,5,1,2,0,0,1,2,0
172.3,74.1,2,2,3,3,3,0,1,0,2,1,1
185.1,60.0,1,1,3,4,1,1,1,0,0,0,0
181.5,67.6,0,0,3,4,2,0,0,1,0,0,0
172.9,64.0,2,2,1,7,2,0,1,5,1,0,2
178.7,56.5,3,2,1,5,1,0,1,0,1,2,0
181.3,65.1,1,2,1,4,3,1,2,0,1,0,0
172.7,67.6,1,4,0,5,2,1,0,0,2,1,1
175.7,53.5,3,3,1,6,2,0,1,10,1,1,1
180.4,63.5,2,2,1,6,3,0,2,0,0,1,1
167.2,57.3,2,1,0,5,3,0,1,9,0,2,0
187.1,61.9,2,2,1,5,3,0,0,0,1,1,0
168.7,63.3,3,0,1,4,2,1,2,4,1,0,0
173.8,61.8,1,0,1,4,3,1,1,0,1,1,0
173.6,66.0,2,2,0,4,3,3,2,0,2,0,1
171.3,65.3,1,3,0,4,1,1,0,0,1,0,0
179.1,55.4,0,5,3,6,1,2,0,9,1,0,2
177.2,63.5,1,2,2,5,2,2,1,0,0,0,0
175.3,69.8,2,3,2,5,3,1,1,0,0,0,0
179.6,65.5,2,2,1,6,1,0,2,0,3,1,2
171.2,55.5,1,2,0,6,2,1,1,8,1,0,1
169.5,58.8,2,2,1,5,3,0,2,2,0,0,0
179.9,55.8,2,4,0,6,3,1,2,0,1,0,1
170.6,63.2,1,2,1,3,1,1,2,0,3,1,2
181.1,66.2,1,2,3,5,2,1,1,1,1,0,0
176.5,68.6,3,2,3,6,2,2,3,3,0,0,1
173.6,56.8,1,5,2,6,1,2,1,0,1,1,2
179.6,57.3,1,0,1,6,1,1,3,0,0,3,1
170.9,58.6,1,0,1,5,3,1,1,5,0,2,0
172.1,65.1,2,0,3,6,3,2,0,0,1,1,1
166.2,64.8,2,1,1,3,2,0,3,0,1,0,0
173.3,56.9,1,3,3,5,1,2,1,0,2,1,1
183.5,60.0,4,2,3,5,1,1,1,0,0,1,0
174.7,58.8,3,2,1,5,3,1,0,3,0,1,0
177.4,65.6,2,2,2,7,3,3,2,0,1,0,2
175.0,73.9,1,4,1,4,2,1,0,0,0,0,1
172.9,60.2,2,1,3,6,2,0,2,0,1,0,1
171.1,63.2,2,2,1,5,2,0,0,0,3,0,2
178.0,67.5,1,2,1,3,2,0,2,4,1,1,1
175.8,63.2,1,2,1,6,2,3,0,0,0,0,1
165.7,67.0,1,1,1,5,3,0,2,8,0,0,0
175.4,63.1,2,0,1,5,1,1,0,0,0,0,0
165.9,69.2,3,2,1,6,3,1,1,0,0,1,1
178.9,62.7,2,2,0,5,1,3,2,1,1,0,0
178.3,66.6,3,2,1,5,1,0,1,8,2,1,1
176.0,58.6,2,3,1,7,3,2,0,0,3,0,2
176.2,62.6,2,1,1,4,1,0,3,3,2,0,1
170.6,64.3,1,5,0,5,2,0,0,0,0,0,2
172.0,64.9,3,1,1,4,2,3,1,0,1,3,0
172.4,58.8,2,0,1,6,1,1,0,9,2,3,1
179.7,64.8,4,5,0,7,3,1,1,0,0,0,2
178.9,56.9,3,0,1,6,3,0,2,4,1,1,1
172.1,60.7,2,2,1,5,2,1,0,0,0,1,0
171.9,62.7,2,2,1,5,2,0,1,0,2,0,1
172.3,70.8,2,1,1,3,3,0,1,10,2,0,1
180.0,65.3,2,3,0,4,3,0,3,0,3,0,2
172.6,66.0,4,2,1,6,2,1,1,1,2,0,1
163.8,65.8,2,2,1,4,1,1,2,0,3,0,2
175.8,67.6,1,3,2,4,2,0,1,0,0,0,0
171.5,68.5,2,0,2,5,1,1,1,0,1,1,0
174.1,60.1,2,2,3,5,2,1,1,7,1,0,0
183.9,62.6,1,0,2,6,2,0,1,0,1,0,1
175.0,51.9,1,2,1,4,2,2,2,0,1,0,0
179.5,71.0,1,2,2,5,3,0,1,4,2,0,1
176.4,63.3,1,2,3,4,1,1,2,1,2,1,1
178.2,63.8,2,2,3,7,1,1,2,0,0,0,2
172.3,69.4,1,0,1,6,2,1,1,2,1,1,1
182.4,69.2,0,0,1,5,3,1,0,0,0,0,0
176.2,61.0,1,2,1,4,2,0,0,5,0,0,0
182.4,65.9,4,1,1,5,3,1,0,0,0,0,0
175.8,61.6,2,4,1,6,3,0,1,0,0,0,1
178.6,71.3,2,2,1,7,1,1,3,0,0,1,2
172.0,64.7,1,0,0,5,2,1,1,0,0,0,0
173.5,70.5,2,4,1,6,2,0,1,0,0,1,1
187.0,63.9,2,0,1,3,3,0,0,3,0,0,0
165.5,74.1,1,2,0,5,2,1,0,0,3,0,2
178.7,67.7,2,5,0,5,3,2,1,0,2,0,2
176.3,71.2,2,4,2,6,2,0,3,4,1,2,1
172.8,57.1,4,4,1,5,1,1,1,0,3,0,2
178.2,72.1,2,2,1,3,3,1,0,8,0,0,0
174.1,64.8,1,1,1,5,3,1,0,1,1,0,0
170.9,60.2,2,3,0,6,3,1,0,0,1,1,1
163.7,67.3,2,0,2,5,3,2,0,2,1,0,0
183.8,67.4,1,2,3,3,3,0,1,0,0,0,0
174.4,58.0,1,4,0,4,2,1,2,1,1,0,1
176.0,63.3,3,5,3,6,2,2,1,0,1,0,2
170.5,63.7,4,3,1,4,2,2,3,0,1,0,0
166.8,58.7,1,2,3,5,2,0,2,0,1,0,0
187.1,60.5,3,3,0,5,3,0,0,0,1,1,0
179.3,68.8,3,2,1,5,2,1,1,2,1,0,0
170.6,62.9,1,3,1,6,3,1,2,0,0,0,1
174.0,70.6,2,3,0,6,2,3,1,0,2,3,1
174.8,58.6,2,2,1,4,3,1,0,9,1,1,0
179.4,59.2,4,2,1,3,2,0,0,0,0,0,0
170.7,68.0,1,2,1,4,2,0,0,3,1,0,0
170.2,60.9,3,3,1,5,2,1,2,6,0,2,0
174.7,69.4,1,5,3,4,3,1,1,0,2,0,2
175.7,63.9,2,2,1,5,1,1,2,10,1,0,0
181.4,59.7,1,2,0,5,1,2,0,0,0,0,0
172.3,62.1,2,3,3,5,2,1,2,0,1,0,0
170.3,60.0,1,2,2,4,2,0,1,0,2,0,1
170.8,61.6,1,2,1,5,2,1,2,0,0,0,0
169.6,64.6,1,2,1,5,1,1,1,8,2,1,1
168.2,63.0,0,2,0,5,1,3,3,0,3,0,2
174.1,58.7,2,1,1,6,3,2,1,0,2,0,1
173.5,62.9,1,4,3,7,1,1,1,0,1,0,2
170.2,54.6,2,2,0,7,2,3,1,5,0,1,2
174.4,70.3,4,1,3,3,3,3,0,0,0,0,0
171.1,72.9,1,5,1,8,1,3,3,0,0,1,2
173.4,62.9,3,0,3,5,2,1,1,7,2,0,1
173.0,61.4,2,2,1,4,1,1,1,0,2,0,1
164.6,72.8,4,1,3,6,1,1,0,1,0,1,1
177.0,66.3,2,2,1,5,2,1,2,5,1,1,1
171.3,62.3,1,2,0,7,3,0,3,10,1,1,2
180.8,66.4,3,0,1,4,2,1,1,0,0,1,0
173.6,68.8,4,2,3,4,2,1,1,6,1,1,0
176.2,57.4,1,2,1,5,3,0,3,2,0,3,0
178.5,64.4,2,2,3,4,3,0,1,0,2,0,1
175.8,68.1,3,2,1,6,2,1,1,10,3,1,2
167.3,59.8,1,0,1,3,1,1,1,0,2,0,1
169.7,59.9,2,0,1,4,2,0,2,0,1,0,0
165.6,61.5,3,2,1,5,2,1,1,0,1,0,0
170.3,70.6,2,2,1,7,2,1,1,0,1,0,2
171.2,57.7,2,2,1,4,1,1,0,0,2,0,1
175.7,66.6,3,2,1,3,1,1,1,0,1,0,0
174.7,61.1,2,2,0,6,3,0,2,0,0,1,1
174.5,67.3,2,2,0,6,3,0,1,10,3,0,2
178.8,59.4,2,2,0,5,2,0,0,6,1,0,0
167.3,63.4,1,1,1,4,2,0,0,0,1,0,0
173.9,62.1,1,2,2,6,2,2,1,0,0,1,1
176.9,67.9,1,2,0,5,3,3,0,4,1,0,0
176.1,61.4,2,2,1,6,2,0,2,0,0,1,1
174.7,70.2,1,2,1,3,1,0,1,10,1,0,0
166.9,61.9,2,2,3,5,1,0,2,0,1,1,0
171.2,62.7,3,2,1,6,2,0,2,0,0,0,1
185.4,64.0,1,0,1,5,2,0,1,0,2,0,1
177.7,61.9,3,1,1,3,2,2,1,0,0,1,0
170.6,60.9,4,5,3,5,1,1,2,0,1,1,2
175.3,68.8,2,1,1,4,1,3,1,0,2,0,1
175.7,64.4,2,1,0,6,2,1,0,0,0,1,1
166.3,64.3,0,0,1,6,2,0,3,0,1,1,1
171.2,65.7,2,4,1,5,2,2,1,0,1,0,1
176.5,71.5,1,2,1,5,3,1,1,0,2,0,1
173.9,61.2,1,2,0,4,1,3,1,8,1,0,0
166.2,62.2,2,3,2,5,2,1,1,0,2,0,1
161.5,69.0,3,2,1,5,1,0,1,0,1,0,0
173.2,73.6,0,4,0,5,2,3,1,0,1,0,1
167.2,58.5,0,2,0,3,1,1,1,0,0,0,0
167.1,66.1,1,0,1,6,3,1,1,0,1,0,1
175.6,65.5,2,4,2,4,1,1,0,4,0,0,1
177.5,59.9,1,2,3,2,2,0,1,0,0,0,0
164.0,66.0,3,1,3,7,2,2,0,0,1,0,2
173.4,66.1,2,2,1,4,3,0,0,0,1,1,0
177.7,61.8,1,2,1,6,3,1,0,3,0,0,1
179.9,68.2,1,0,3,3,2,0,1,0,0,0,0
174.9,74.4,4,0,1,5,3,1,2,0,1,0,0
169.4,69.4,1,2,1,6,3,1,1,0,0,0,1
175.6,64.4,1,2,3,5,1,2,1,0,0,0,0
174.2,58.3,2,0,2,5,2,1,1,0,0,0,0
176.3,67.6,1,2,1,5,2,1,1,0,2,0,1
162.6,70.7,0,2,0,5,1,0,1,0,1,0,0
175.4,66.1,3,2,2,3,3,2,1,0,1,0,0
179.7,71.6,0,2,1,4,3,1,0,0,1,0,0
174.4,70.8,1,2,3,5,3,3,0,0,1,0,0
165.6,67.8,3,2,0,5,1,1,1,1,1,0,0
168.7,64.4,1,5,1,4,2,0,2,0,1,1,2
168.6,60.5,1,3,1,5,3,1,0,0,3,1,2
170.7,69.5,2,3,1,4,2,2,1,0,0,2,0
175.4,68.5,2,5,1,3,1,0,3,8,0,0,2
171.4,58.4,2,3,1,4,2,0,1,4,0,1,0
168.7,70.0,4,3,2,5,3,1,1,0,2,1,1
167.0,64.3,2,2,3,5,2,1,2,0,0,0,0
179.9,68.6,1,2,1,7,1,0,1,2,1,0,2
181.8,64.5,3,2,1,7,1,1,3,0,0,0,2
175.2,73.7,2,2,0,6,1,1,1,0,1,3,1
177.9,66.8,0,5,0,5,1,1,1,0,1,0,2
174.7,62.5,0,5,1,5,3,1,0,0,1,1,2
174.1,67.7,2,2,0,6,2,0,1,0,0,0,1
166.0,63.3,2,2,0,4,3,3,0,1,1,0,0
167.2,67.6,3,2,1,6,1,0,1,0,3,1,2
167.2,69.4,2,4,1,6,3,1,2,0,1,0,1
179.7,62.6,1,3,1,3,3,0,2,1,1,0,0
177.4,63.1,0,1,1,3,3,0,0,0,0,0,0
183.4,63.6,1,2,0,4,3,0,3,0,1,0,2
168.6,64.6,2,2,3,5,2,1,1,5,2,0,1
176.0,62.1,3,2,3,6,3,0,0,0,2,1,1
174.4,68.4,3,2,0,6,1,1,0,8,1,0,1
179.0,60.6,1,1,1,4,1,0,1,0,3,0,2
179.3,65.1,1,2,1,5,2,1,1,5,1,1,0
171.5,57.0,4,2,3,5,2,2,1,4,0,1,0
168.8,56.0,1,4,1,6,1,0,0,0,0,0,1
172.2,68.1,1,0,1,5,3,1,1,0,1,0,0
174.5,63.0,4,2,1,5,2,1,1,0,1,0,0
175.9,64.5,2,2,3,6,3,1,0,3,0,3,1
176.3,64.8,2,2,3,6,1,1,1,0,1,0,1
169.8,67.3,1,1,1,5,3,2,1,0,1,0,0
173.6,68.4,3,2,0,6,1,1,0,0,0,0,1
172.5,62.1,4,4,1,3,2,1,0,3,0,0,1
178.6,59.3,1,4,1,5,1,0,1,0,1,0,1
180.1,67.0,4,1,1,6,2,1,0,0,1,0,1
172.6,64.2,2,2,0,4,1,1,1,0,0,0,0
178.1,64.3,1,2,3,4,2,1,2,0,2,0,1
176.3,61.2,2,2,0,6,1,0,2,9,2,1,1
168.7,65.0,2,0,1,7,3,0,3,0,2,0,2
181.4,71.7,1,2,1,5,1,2,1,0,1,0,0
173.4,60.2,3,2,0,5,3,1,0,0,3,0,2
168.0,68.0,2,3,1,5,2,1,1,0,2,0,1
180.1,58.1,0,2,1,4,3,0,0,0,0,0,0
161.1,68.6,2,2,0,6,1,1,0,7,0,0,1
171.5,63.6,2,0,1,5,1,0,0,0,1,0,0
178.7,67.5,0,2,1,7,1,1,1,0,0,0,2
174.9,67.7,2,3,2,5,3,1,1,0,1,0,0
175.5,70.1,3,2,3,5,3,2,1,0,2,0,1
173.3,62.4,3,2,1,6,3,0,0,5,0,1,1
176.1,62.1,0,4,1,4,1,0,2,0,0,0,1
170.6,66.5,1,1,1,3,1,1,1,0,1,0,0
167.0,66.7,2,2,1,6,1,0,1,0,0,1,1
167.3,65.1,2,2,3,7,2,0,1,8,1,0,2
173.8,61.5,0,1,0,5,2,1,3,0,1,0,0
172.8,63.1,3,2,0,5,1,0,1,0,1,1,0
180.1,68.7,1,5,0,5,1,1,0,0,1,0,2
185.6,73.8,1,4,0,7,3,0,1,0,1,0,2
171.0,64.2,3,2,1,5,2,1,1,0,0,0,0
177.2,63.1,0,0,1,4,2,0,2,6,1,1,1
175.9,71.0,2,5,3,5,3,1,1,10,0,0,2
184.0,67.2,1,2,2,4,3,1,3,0,1,0,2
170.2,65.0,1,1,1,6,1,1,1,3,2,1,1
173.0,72.6,1,0,1,3,2,1,1,0,0,0,0
177.3,64.9,2,4,3,4,2,1,0,0,1,0,1
173.7,69.8,3,0,1,3,2,1,0,0,1,0,0
174.4,57.5,2,2,1,5,2,2,1,0,2,0,1
174.3,62.3,2,3,0,5,1,1,3,2,1,0,0
167.5,64.4,2,2,0,6,1,3,0,0,0,0,1
172.9,70.5,2,2,1,5,1,3,1,9,1,1,0
173.8,52.5,3,1,3,4,2,0,1,1,1,0,0
183.3,60.7,3,2,1,6,2,1,3,0,0,1,2
172.1,65.2,3,2,3,5,3,3,2,4,0,0,0
165.8,58.0,1,2,1,5,3,1,0,0,2,0,1
183.9,64.2,3,2,3,6,3,1,2,0,1,0,1
176.8,64.5,2,2,2,6,3,1,0,0,3,1,2
